datetime,symbol,price_type,price,volume
2026-01-01 17:24:43,EURUSD,LAST,1.17466,0
2026-01-01 17:24:45,EURUSD,LAST,1.17466,0
2026-01-01 17:24:46,EURUSD,LAST,1.17466,0
2026-01-01 17:24:47,EURUSD,LAST,1.17465,0
2026-01-01 17:24:48,EURUSD,LAST,1.17465,0
2026-01-01 17:24:49,EURUSD,LAST,1.17467,0
2026-01-01 17:24:50,EURUSD,LAST,1.17465,0
2026-01-01 17:24:51,EURUSD,LAST,1.17466,0
2026-01-01 17:24:52,EURUSD,LAST,1.17467,0
2026-01-01 17:24:54,EURUSD,LAST,1.17467,0
2026-01-01 17:24:56,EURUSD,LAST,1.17466,0
2026-01-01 17:24:57,EURUSD,LAST,1.17464,0
2026-01-01 17:24:58,EURUSD,LAST,1.17466,0
2026-01-01 17:25:00,EURUSD,LAST,1.17463,0
2026-01-01 17:25:02,EURUSD,LAST,1.17464,0
2026-01-01 17:25:09,EURUSD,LAST,1.17464,0
2026-01-01 17:25:22,EURUSD,LAST,1.17463,0
2026-01-01 17:26:02,EURUSD,LAST,1.17456,0
2026-01-01 17:26:09,EURUSD,LAST,1.17456,0
2026-01-01 17:26:26,EURUSD,LAST,1.17457,0
2026-01-01 17:26:37,EURUSD,LAST,1.17453,0
2026-01-01 17:26:38,EURUSD,LAST,1.17456,0
2026-01-01 17:27:18,EURUSD,LAST,1.17458,0
2026-01-01 17:27:38,EURUSD,LAST,1.17453,0
2026-01-01 17:27:49,EURUSD,LAST,1.17455,0
2026-01-01 17:28:50,EURUSD,LAST,1.17453,0
2026-01-01 17:29:06,EURUSD,LAST,1.17453,0
2026-01-01 17:29:13,EURUSD,LAST,1.17453,0
2026-01-01 17:29:14,EURUSD,LAST,1.17454,0
2026-01-01 17:29:20,EURUSD,LAST,1.17454,0
2026-01-01 17:29:38,EURUSD,LAST,1.17456,0
2026-01-01 17:29:43,EURUSD,LAST,1.17458,0
2026-01-01 17:29:57,EURUSD,LAST,1.17454,0
2026-01-01 17:29:58,EURUSD,LAST,1.17456,0
2026-01-01 17:29:59,EURUSD,LAST,1.17453,0
2026-01-01 17:30:21,EURUSD,LAST,1.17455,0
2026-01-01 17:30:37,EURUSD,LAST,1.17459,0
2026-01-01 17:30:57,EURUSD,LAST,1.17457,0
2026-01-01 17:31:07,EURUSD,LAST,1.17459,0
2026-01-01 17:32:07,EURUSD,LAST,1.17458,0
2026-01-01 17:33:04,EURUSD,LAST,1.17452,0
2026-01-01 17:33:10,EURUSD,LAST,1.17459,0
2026-01-01 17:33:11,EURUSD,LAST,1.17457,0
2026-01-01 17:34:11,EURUSD,LAST,1.17454,0
2026-01-01 17:34:12,EURUSD,LAST,1.1746,0
2026-01-01 17:35:10,EURUSD,LAST,1.17461,0
2026-01-01 17:35:11,EURUSD,LAST,1.17457,0
2026-01-01 17:36:01,EURUSD,LAST,1.1746,0
2026-01-01 17:36:10,EURUSD,LAST,1.17458,0
2026-01-01 17:36:11,EURUSD,LAST,1.17457,0
2026-01-01 17:36:33,EURUSD,LAST,1.17456,0
2026-01-01 17:37:33,EURUSD,LAST,1.17455,0
2026-01-01 17:38:14,EURUSD,LAST,1.1746,0
2026-01-01 17:39:14,EURUSD,LAST,1.17458,0
2026-01-01 17:39:49,EURUSD,LAST,1.17469,0
2026-01-01 17:39:53,EURUSD,LAST,1.17471,0
2026-01-01 17:40:25,EURUSD,LAST,1.17464,0
2026-01-01 17:40:27,EURUSD,LAST,1.17464,0
2026-01-01 17:40:28,EURUSD,LAST,1.17467,0
2026-01-01 17:40:32,EURUSD,LAST,1.17468,0
2026-01-01 17:40:34,EURUSD,LAST,1.17468,0
2026-01-01 17:40:54,EURUSD,LAST,1.17468,0
2026-01-01 17:41:10,EURUSD,LAST,1.17469,0
2026-01-01 17:41:17,EURUSD,LAST,1.17469,0
2026-01-01 17:42:02,EURUSD,LAST,1.17469,0
2026-01-01 17:42:04,EURUSD,LAST,1.17467,0
2026-01-01 17:42:07,EURUSD,LAST,1.17466,0
2026-01-01 17:42:51,EURUSD,LAST,1.17468,0
2026-01-01 17:42:53,EURUSD,LAST,1.17464,0
2026-01-01 17:42:58,EURUSD,LAST,1.17463,0
2026-01-01 17:42:59,EURUSD,LAST,1.17464,0
2026-01-01 17:43:01,EURUSD,LAST,1.17464,0
2026-01-01 17:43:02,EURUSD,LAST,1.17464,0
2026-01-01 17:43:04,EURUSD,LAST,1.17464,0
2026-01-01 17:43:08,EURUSD,LAST,1.17468,0
2026-01-01 17:43:10,EURUSD,LAST,1.17464,0
2026-01-01 17:43:13,EURUSD,LAST,1.17464,0
2026-01-01 17:43:27,EURUSD,LAST,1.17464,0
2026-01-01 17:43:33,EURUSD,LAST,1.17464,0
2026-01-01 17:43:34,EURUSD,LAST,1.17465,0
2026-01-01 17:43:40,EURUSD,LAST,1.17464,0
2026-01-01 17:43:52,EURUSD,LAST,1.17465,0
2026-01-01 17:43:59,EURUSD,LAST,1.17465,0
2026-01-01 17:44:00,EURUSD,LAST,1.17465,0
2026-01-01 17:44:03,EURUSD,LAST,1.17466,0
2026-01-01 17:44:08,EURUSD,LAST,1.17465,0
2026-01-01 17:44:15,EURUSD,LAST,1.17466,0
2026-01-01 17:44:16,EURUSD,LAST,1.17466,0
2026-01-01 17:44:30,EURUSD,LAST,1.17464,0
2026-01-01 17:44:33,EURUSD,LAST,1.17466,0
2026-01-01 17:44:53,EURUSD,LAST,1.17467,0
2026-01-01 17:45:27,EURUSD,LAST,1.17467,0
2026-01-01 17:45:28,EURUSD,LAST,1.17468,0
2026-01-01 17:45:45,EURUSD,LAST,1.17465,0
2026-01-01 17:45:46,EURUSD,LAST,1.17465,0
2026-01-01 17:45:50,EURUSD,LAST,1.17464,0
2026-01-01 17:45:55,EURUSD,LAST,1.17466,0
2026-01-01 17:46:36,EURUSD,LAST,1.17463,0
2026-01-01 17:46:52,EURUSD,LAST,1.17465,0
2026-01-01 17:47:21,EURUSD,LAST,1.17463,0
2026-01-01 17:47:26,EURUSD,LAST,1.17465,0
